cycle,cooler,valve,pump,accum,PS2_bar,TS1_C,TS3_C,VS1_mms,CE_pct,CP_kW,FS1_lmin
1749,100,100,1,130,109.42,35.97,38.83,0.549,47.1,2.15,6.52
1750,100,100,1,130,109.39,35.99,38.84,0.553,47.3,2.16,6.51
1751,100,100,1,130,109.41,35.98,38.83,0.547,47.5,2.16,6.52
1752,100,100,1,130,109.38,35.99,38.84,0.557,47.3,2.16,6.53
1753,100,100,1,130,109.38,35.98,38.84,0.548,47.4,2.16,6.52
1754,100,100,1,130,109.38,36.01,38.84,0.554,47.4,2.16,6.53
1755,100,100,1,130,109.41,36.01,38.85,0.549,47.6,2.16,6.52
1756,100,100,0,130,109.66,36.03,38.85,0.551,47.8,2.17,6.71
1757,100,73,0,130,109.05,36.03,38.9,0.544,47.7,2.17,6.67
1758,100,73,0,130,109.05,36.05,38.91,0.557,47.7,2.17,6.66
1759,100,73,0,130,109.07,36.08,38.92,0.551,47.5,2.16,6.66
1760,100,73,0,130,109.04,36.09,38.94,0.549,47.5,2.17,6.66
1761,100,73,0,130,109.04,36.11,38.95,0.548,47.4,2.16,6.67
1762,100,73,0,130,109.03,36.12,38.97,0.551,47.3,2.16,6.66
1763,100,73,0,130,109.04,36.12,38.98,0.555,47.3,2.16,6.67
1764,100,73,0,130,109.07,36.12,39.01,0.544,47.5,2.17,6.66
1765,100,73,0,130,109.08,36.14,39.02,0.548,47.6,2.17,6.67
1766,100,73,0,130,109.07,36.15,39.02,0.558,47.4,2.16,6.66
1767,100,80,0,130,109.32,36.17,39.03,0.55,47.5,2.16,6.7
1768,100,80,0,130,109.3,36.16,39.05,0.548,47.4,2.16,6.69
1769,100,80,0,130,109.3,36.17,39.06,0.549,47.6,2.17,6.7
1770,100,80,0,130,109.3,36.18,39.06,0.557,47.5,2.17,6.7
1771,100,80,0,130,109.3,36.18,39.05,0.557,47.4,2.16,6.69
1772,100,80,0,130,109.32,36.19,39.05,0.546,47.3,2.16,6.69
1773,100,80,0,130,109.31,36.19,39.07,0.553,47.2,2.17,6.69
1774,100,80,0,130,109.3,36.19,39.07,0.547,47.2,2.16,6.69
1775,100,80,0,130,109.3,36.21,39.08,0.546,47.2,2.16,6.69
1776,100,80,0,130,109.28,36.2,39.08,0.545,47.5,2.17,6.69
1777,100,90,0,130,109.49,36.23,39.08,0.544,47.5,2.17,6.71
1778,100,90,0,130,109.51,36.23,39.08,0.548,47.5,2.17,6.71
1779,100,90,0,130,109.48,36.24,39.09,0.547,47.6,2.17,6.71
1780,100,90,0,130,109.46,36.24,39.1,0.549,47.6,2.18,6.71
1781,100,90,0,130,109.48,36.23,39.12,0.55,47.7,2.18,6.71
1782,100,90,0,130,109.47,36.23,39.12,0.557,47.6,2.18,6.71
1783,100,90,0,130,109.5,36.24,39.12,0.552,47.7,2.18,6.71
1784,100,90,0,130,109.51,36.23,39.13,0.543,47.5,2.18,6.71
1785,100,90,0,130,109.49,36.21,39.14,0.55,47.6,2.17,6.7
1786,100,90,0,130,109.48,36.24,39.12,0.55,47.8,2.18,6.71
1787,100,100,0,130,109.64,36.26,39.14,0.551,47.8,2.18,6.7
1788,100,100,0,130,109.63,36.26,39.13,0.558,47.6,2.17,6.72
1789,100,100,0,130,109.62,36.26,39.14,0.545,47.7,2.17,6.71
1790,100,100,0,130,109.63,36.26,39.14,0.55,47.6,2.17,6.71
1791,100,100,0,130,109.62,36.27,39.16,0.558,47.9,2.17,6.72
1792,100,100,0,130,109.6,36.29,39.17,0.554,47.8,2.17,6.69
1793,100,100,0,130,109.61,36.3,39.17,0.555,47.6,2.17,6.7
1794,100,100,0,130,109.6,36.31,39.17,0.555,47.5,2.16,6.71
1795,100,100,0,130,109.62,36.3,39.19,0.546,47.4,2.17,6.7
1796,100,100,0,130,109.61,36.31,39.18,0.549,47.3,2.16,6.71
1797,100,100,0,115,109.51,36.26,39.18,0.544,47.3,2.16,6.71
1798,100,100,0,115,109.52,36.27,39.17,0.542,47.3,2.16,6.7
1799,100,100,0,115,109.51,36.28,39.17,0.552,47.3,2.16,6.69
1800,100,100,0,115,109.51,36.28,39.17,0.55,47.3,2.16,6.69
1801,100,100,0,115,109.5,36.28,39.15,0.55,47.2,2.15,6.7
1802,100,100,0,115,109.49,36.3,39.16,0.547,47.3,2.16,6.69
1803,100,100,0,115,109.5,36.29,39.16,0.546,47.2,2.16,6.69
1804,100,100,0,115,109.52,36.29,39.19,0.544,47.4,2.17,6.7
1805,100,100,0,115,109.54,36.3,39.2,0.547,47.2,2.16,6.69
1806,100,100,0,115,109.52,36.32,39.21,0.544,47.1,2.16,6.7
1807,100,100,2,115,109.05,36.3,39.18,0.539,47.2,2.15,6.43
1808,100,73,2,115,108.43,36.26,39.12,0.549,47.2,2.14,6.39
1809,100,73,2,115,108.46,36.24,39.09,0.544,47.3,2.14,6.38
1810,100,73,2,115,108.45,36.21,39.08,0.545,46.9,2.13,6.38
1811,100,73,2,115,108.43,36.19,39.08,0.546,47.2,2.13,6.38
1812,100,73,2,115,108.41,36.19,39.08,0.549,47.2,2.13,6.38
1813,100,73,2,115,108.42,36.19,39.08,0.545,47.2,2.14,6.37
1814,100,73,2,115,108.44,36.19,39.08,0.553,46.8,2.13,6.37
1815,100,73,2,115,108.45,36.19,39.09,0.547,47,2.14,6.38
1816,100,73,2,115,108.44,36.19,39.09,0.549,46.8,2.12,6.38
1817,100,73,2,115,108.44,36.22,39.09,0.542,46.9,2.13,6.38
1818,100,80,2,115,108.68,36.23,39.12,0.541,46.9,2.12,6.4
1819,100,80,2,115,108.68,36.23,39.14,0.549,47,2.13,6.41
1820,100,80,2,115,108.69,36.26,39.14,0.543,46.9,2.12,6.41
1821,100,80,2,115,108.7,36.27,39.14,0.54,46.9,2.13,6.4
1822,100,80,2,115,108.7,36.26,39.15,0.54,46.8,2.12,6.41
1823,100,80,2,115,108.67,36.29,39.17,0.542,46.4,2.11,6.41
1824,100,80,2,115,108.69,36.3,39.19,0.554,46.6,2.13,6.41
1825,100,80,2,115,108.68,36.31,39.19,0.54,46.7,2.13,6.41
1826,100,80,2,115,108.67,36.32,39.2,0.543,46.9,2.13,6.41
1827,100,80,2,115,108.67,36.32,39.21,0.541,47,2.14,6.41
1828,100,90,2,115,108.9,36.33,39.22,0.546,46.7,2.13,6.42
1829,100,90,2,115,108.87,36.33,39.21,0.547,46.3,2.12,6.42
1830,100,90,2,115,108.89,36.35,39.2,0.554,46.2,2.11,6.42
1831,100,90,2,115,108.86,36.36,39.21,0.547,46.3,2.11,6.42
1832,100,90,2,115,108.86,36.36,39.23,0.547,46.7,2.13,6.42
1833,100,90,2,115,108.87,36.36,39.21,0.546,46.7,2.12,6.42
1834,100,90,2,115,108.86,36.36,39.22,0.537,46.5,2.12,6.42
1835,100,90,2,115,108.86,36.37,39.22,0.54,46.7,2.13,6.42
1836,100,90,2,115,108.86,36.35,39.23,0.546,46.7,2.13,6.42
1837,100,90,2,115,108.88,36.36,39.22,0.547,46.3,2.11,6.42
1838,100,100,2,115,109.01,36.35,39.21,0.549,46.4,2.13,6.41
1839,100,100,2,115,109.03,36.36,39.24,0.549,46.4,2.13,6.42
1840,100,100,2,115,109.02,36.36,39.22,0.545,46.4,2.13,6.41
1841,100,100,2,115,109.02,36.35,39.22,0.549,46.6,2.13,6.41
1842,100,100,2,115,109.01,36.36,39.23,0.545,46.5,2.13,6.42
1843,100,100,2,115,109.03,36.37,39.23,0.548,46.4,2.13,6.42
1844,100,100,2,115,109.03,36.35,39.23,0.555,46.5,2.13,6.42
1845,100,100,2,115,109.04,36.34,39.21,0.554,46.5,2.13,6.42
1846,100,100,2,115,109.04,36.34,39.21,0.551,46.8,2.14,6.42
1847,100,100,2,115,109.02,36.34,39.23,0.556,46.7,2.14,6.42
1848,100,100,1,115,109.27,36.35,39.22,0.552,46.8,2.15,6.51
1849,100,73,1,115,108.68,36.35,39.22,0.559,46.5,2.13,6.47
1850,100,73,1,115,108.64,36.35,39.23,0.55,46.4,2.13,6.47
1851,100,73,1,115,108.64,36.35,39.22,0.551,46.4,2.13,6.48
1852,100,73,1,115,108.66,36.35,39.22,0.552,46.3,2.13,6.47
1853,100,73,1,115,108.63,36.35,39.24,0.551,46.6,2.14,6.48
1854,100,73,1,115,108.64,36.36,39.23,0.551,46.4,2.13,6.48
1855,100,73,1,115,108.68,36.36,39.23,0.551,46.5,2.13,6.48
1856,100,73,1,115,108.65,36.37,39.22,0.552,46.5,2.13,6.47
1857,100,73,1,115,108.66,36.37,39.22,0.558,46.3,2.12,6.48
1858,100,73,1,115,108.64,36.38,39.22,0.55,46.4,2.13,6.48
1859,100,80,1,115,108.89,36.36,39.22,0.55,46.5,2.13,6.51
1860,100,80,1,115,108.9,36.36,39.21,0.552,46.8,2.15,6.51
1861,100,80,1,115,108.89,36.37,39.21,0.55,46.7,2.14,6.51
1862,100,80,1,115,108.92,36.36,39.21,0.549,47,2.15,6.51
1863,100,80,1,115,108.91,36.36,39.2,0.552,47,2.15,6.51
1864,100,80,1,115,108.93,36.35,39.21,0.551,46.8,2.16,6.51
1865,100,80,1,115,108.93,36.33,39.2,0.554,47,2.17,6.5
1866,100,80,1,115,108.91,36.33,39.2,0.544,46.6,2.16,6.51
1867,100,80,1,115,108.92,36.3,39.2,0.548,46.7,2.16,6.51
1868,100,80,1,115,108.92,36.28,39.18,0.549,46.7,2.16,6.51
1869,100,90,1,115,109.15,36.27,39.16,0.545,46.7,2.16,6.52
1870,100,90,1,115,109.14,36.25,39.14,0.55,46.7,2.16,6.52
1871,100,90,1,115,109.15,36.23,39.14,0.552,46.5,2.16,6.52
1872,100,90,1,115,109.12,36.21,39.11,0.55,46.4,2.15,6.52
1873,100,90,1,115,109.14,36.19,39.09,0.545,46.3,2.15,6.52
1874,100,90,1,115,109.16,36.18,39.09,0.546,46.5,2.15,6.52
1875,100,90,1,115,109.18,36.19,39.09,0.547,46.9,2.16,6.52
1876,100,90,1,115,109.15,36.18,39.07,0.542,47.1,2.17,6.52
1877,100,90,1,115,109.15,36.19,39.04,0.55,47.2,2.17,6.52
1878,100,90,1,115,109.16,36.19,39.05,0.54,47.2,2.17,6.52
1879,100,100,1,115,109.3,36.17,39.03,0.547,47,2.16,6.52
1880,100,100,1,115,109.29,36.14,39.03,0.54,46.8,2.16,6.52
1881,100,100,1,115,109.31,36.15,39.02,0.543,46.8,2.16,6.52
1882,100,100,1,115,109.32,36.13,39,0.538,46.7,2.15,6.51
1883,100,100,1,115,109.29,36.14,39.01,0.546,46.8,2.16,6.52
1884,100,100,1,115,109.31,36.13,39,0.543,46.9,2.16,6.52
1885,100,100,1,115,109.31,36.12,39,0.543,46.9,2.16,6.52
1886,100,100,1,115,109.3,36.12,39,0.548,46.8,2.15,6.52
1887,100,100,1,115,109.33,36.11,38.98,0.539,46.7,2.15,6.51
1888,100,100,1,115,109.32,36.11,38.98,0.535,46.7,2.15,6.51
1889,100,100,0,115,109.57,36.1,38.98,0.537,46.8,2.15,6.71
1890,100,73,0,115,108.97,36.12,38.99,0.54,47,2.15,6.66
1891,100,73,0,115,108.96,36.13,39.01,0.54,47.3,2.17,6.66
1892,100,73,0,115,109,36.15,39.01,0.54,47.2,2.16,6.66
1893,100,73,0,115,108.98,36.16,39.02,0.537,47.2,2.16,6.66
1894,100,73,0,115,108.99,36.18,39.04,0.541,47.2,2.17,6.66
1895,100,73,0,115,108.96,36.18,39.04,0.534,47.2,2.17,6.66
1896,100,73,0,115,108.96,36.18,39.07,0.541,47.3,2.18,6.66
1897,100,73,0,115,109.01,36.19,39.07,0.538,47.4,2.17,6.66
1898,100,73,0,115,109.01,36.19,39.06,0.542,47.2,2.16,6.66
1899,100,73,0,115,108.97,36.2,39.07,0.534,47.3,2.17,6.67
1900,100,80,0,115,109.24,36.2,39.08,0.534,47.2,2.17,6.69
1901,100,80,0,115,109.22,36.2,39.09,0.532,47,2.16,6.69
1902,100,80,0,115,109.23,36.21,39.09,0.542,47,2.16,6.69
1903,100,80,0,115,109.23,36.22,39.09,0.538,47.5,2.18,6.7
1904,100,80,0,115,109.24,36.22,39.1,0.543,47.4,2.17,6.7
1905,100,80,0,115,109.22,36.23,39.12,0.535,47.5,2.18,6.69
1906,100,80,0,115,109.24,36.24,39.12,0.535,47.5,2.17,6.69
1907,100,80,0,115,109.24,36.25,39.11,0.536,47.2,2.16,6.69
1908,100,80,0,115,109.24,36.25,39.13,0.532,47.1,2.16,6.69
1909,100,80,0,115,109.23,36.25,39.13,0.537,47.2,2.17,6.69
1910,100,90,0,115,109.43,36.26,39.14,0.537,47,2.16,6.71
1911,100,90,0,115,109.45,36.26,39.14,0.53,47.2,2.16,6.71
1912,100,90,0,115,109.45,36.25,39.15,0.535,47,2.15,6.7
1913,100,90,0,115,109.44,36.25,39.15,0.533,47,2.16,6.7
1914,100,90,0,115,109.44,36.25,39.16,0.535,47.3,2.16,6.7
1915,100,90,0,115,109.47,36.27,39.16,0.533,47.2,2.15,6.7
1916,100,90,0,115,109.42,36.28,39.17,0.537,47.3,2.16,6.71
1917,100,90,0,115,109.42,36.29,39.18,0.534,47.3,2.16,6.71
1918,100,90,0,115,109.42,36.3,39.18,0.537,47.3,2.16,6.71
1919,100,90,0,115,109.43,36.3,39.19,0.542,47.3,2.16,6.7
64,3,100,0,130,106.8,52,53.56,0.641,20.3,1.58,6.63
65,3,100,0,130,106.78,52.01,53.56,0.641,20.5,1.59,6.63
66,3,100,0,130,106.75,52.03,53.61,0.64,19.5,1.52,6.64
67,3,100,0,130,106.73,52.06,53.57,0.639,19.7,1.54,6.63
68,3,100,0,130,106.76,52.1,53.65,0.641,20,1.56,6.64
69,3,100,0,130,106.74,52.16,53.67,0.637,20.2,1.57,6.62
70,3,100,0,130,106.72,52.16,53.7,0.648,19.6,1.52,6.62
71,3,100,0,130,106.74,52.21,53.74,0.647,19.5,1.5,6.62
72,3,100,0,130,106.68,52.3,53.82,0.646,19.7,1.49,6.62
73,3,100,0,130,106.67,52.38,53.82,0.64,19.9,1.49,6.62
74,3,100,0,130,106.68,52.41,53.97,0.635,21.1,1.58,6.64
75,3,100,0,130,106.64,52.42,54.02,0.647,20.3,1.53,6.62
76,3,100,0,130,106.65,52.53,54.06,0.654,20.2,1.52,6.64
77,3,100,0,130,106.64,52.6,54.14,0.641,20.6,1.55,6.61
78,3,100,0,130,106.61,52.64,54.19,0.643,20.6,1.55,6.62
79,3,100,0,130,106.59,52.7,54.23,0.645,20.8,1.56,6.63
80,3,100,0,130,106.58,52.68,54.27,0.65,20.7,1.55,6.62
81,3,100,0,130,106.59,52.77,54.29,0.649,20.3,1.52,6.6
82,3,100,0,130,106.6,52.8,54.36,0.647,20.9,1.56,6.61
83,3,100,0,130,106.59,52.83,54.41,0.644,21,1.56,6.61
84,3,100,0,130,106.56,52.83,54.43,0.649,20.6,1.54,6.6
85,3,100,0,130,106.59,52.89,54.43,0.656,20.4,1.54,6.61
86,3,100,0,130,106.57,52.9,54.43,0.644,20.3,1.54,6.61
87,3,100,0,130,106.58,52.91,54.47,0.644,20.6,1.56,6.61
88,3,100,0,130,106.54,52.94,54.51,0.645,21.1,1.6,6.62
89,3,100,0,130,106.53,52.98,54.54,0.647,21,1.59,6.61
90,3,100,0,130,106.52,53,54.53,0.65,21,1.59,6.63
91,3,100,0,130,106.53,53.02,54.59,0.648,21,1.59,6.61
92,3,100,0,130,106.53,53.05,54.62,0.648,20.9,1.58,6.61
93,3,100,0,130,106.51,53.07,54.64,0.65,21.1,1.59,6.62
94,3,100,0,130,106.48,53.12,54.66,0.654,20.8,1.56,6.63
95,3,100,0,130,106.48,53.16,54.68,0.634,21.7,1.62,6.63
96,3,100,0,130,106.47,53.18,54.72,0.636,20.8,1.56,6.61
97,3,100,0,130,106.49,53.19,54.68,0.643,20,1.52,6.61
98,3,100,0,130,106.48,53.21,54.75,0.647,19.7,1.51,6.61
99,3,100,0,130,106.46,53.2,54.77,0.669,19.8,1.51,6.63
100,3,100,0,130,106.48,53.26,54.77,0.667,19.7,1.5,6.6
101,3,100,0,130,106.42,53.23,54.82,0.644,19.7,1.51,6.61
102,3,100,0,130,106.42,53.25,54.89,0.655,19.7,1.52,6.61
103,3,100,0,130,106.42,53.28,54.87,0.654,19.9,1.53,6.62
104,3,100,0,130,106.41,53.32,54.86,0.648,20,1.53,6.61
105,3,100,0,130,106.42,53.35,54.85,0.664,19.7,1.51,6.62
106,3,100,0,130,106.41,53.35,54.9,0.655,19.7,1.51,6.62
107,3,100,0,130,106.4,53.38,54.93,0.639,19.8,1.51,6.6
108,3,100,0,130,106.4,53.42,54.91,0.651,20.3,1.54,6.6
109,3,100,0,130,106.36,53.46,54.97,0.663,20,1.52,6.62
110,3,100,0,130,106.41,53.47,54.99,0.652,20.3,1.53,6.61
111,3,100,0,130,106.41,53.52,55.02,0.666,20.1,1.52,6.6
112,3,100,0,130,106.44,53.52,55.06,0.649,19.8,1.51,6.61
113,3,100,0,130,106.43,53.49,55.1,0.646,19.9,1.52,6.62
114,3,100,0,130,106.32,53.56,55.1,0.657,19.9,1.52,6.6
115,3,100,0,130,106.36,53.57,55.11,0.664,20.3,1.54,6.61
116,3,100,0,130,106.34,53.59,55.15,0.664,20.2,1.53,6.62
117,3,100,0,130,106.36,53.61,55.15,0.653,20.3,1.53,6.6
118,3,100,0,130,106.3,53.65,55.17,0.667,20,1.52,6.61
119,3,100,0,130,106.33,53.65,55.22,0.664,20,1.52,6.6
120,3,100,0,130,106.36,53.67,55.19,0.655,19.8,1.52,6.61
121,3,100,0,130,106.35,53.65,55.21,0.649,19.8,1.53,6.6
122,3,100,0,130,106.38,53.64,55.23,0.661,19.7,1.53,6.61
123,3,100,0,130,106.33,53.64,55.25,0.644,19.7,1.53,6.6
124,3,100,0,130,106.29,53.65,55.26,0.649,19.7,1.53,6.61
125,3,100,0,130,106.31,53.68,55.24,0.652,19.6,1.52,6.59
126,3,100,0,130,106.32,53.7,55.26,0.648,19.6,1.53,6.61
127,3,100,0,130,106.36,53.69,55.27,0.662,19.9,1.55,6.61
128,3,100,0,130,106.58,53.69,55.29,0.654,19.6,1.52,6.61
129,3,100,0,130,106.41,53.7,55.3,0.656,19.6,1.53,6.61
130,3,100,0,130,106.39,53.74,55.3,0.657,19.5,1.52,6.61
131,3,100,0,130,106.35,53.77,55.28,0.67,19.4,1.52,6.6
132,3,100,0,130,106.33,53.78,55.29,0.661,19.6,1.52,6.61
133,3,100,0,130,106.33,53.77,55.3,0.646,19.6,1.53,6.61
134,3,100,0,130,106.33,53.76,55.32,0.647,19.6,1.53,6.61
135,3,100,0,130,106.31,53.77,55.3,0.669,19.6,1.52,6.6
136,3,100,0,130,106.3,53.76,55.38,0.659,19.7,1.54,6.61
137,3,100,0,130,106.31,53.78,55.36,0.655,19.6,1.53,6.6
138,3,100,0,130,106.4,53.81,55.34,0.651,19.6,1.53,6.61
139,3,100,0,130,106.39,53.82,55.35,0.656,19.6,1.53,6.6
140,3,100,0,130,106.34,53.8,55.37,0.647,19.6,1.53,6.61
141,3,100,0,130,106.34,53.84,55.36,0.655,19.5,1.53,6.61
142,3,100,0,130,106.34,53.83,55.38,0.664,19.6,1.53,6.6
143,3,100,0,130,106.33,53.84,55.38,0.666,19.6,1.53,6.61
144,3,100,0,130,106.39,53.84,55.39,0.655,19.7,1.54,6.61
145,3,100,0,130,106.31,53.86,55.37,0.663,19.8,1.55,6.61
146,3,100,0,130,106.31,53.83,55.38,0.669,19.6,1.53,6.6
147,3,100,0,130,106.3,53.85,55.46,0.665,19.7,1.54,6.6
148,3,100,0,130,106.27,53.89,55.45,0.66,19.6,1.53,6.6
149,3,100,0,130,106.28,53.91,55.46,0.653,19.8,1.55,6.6
150,3,100,0,130,106.3,53.86,55.48,0.674,19.7,1.54,6.6
151,3,100,0,130,106.3,53.85,55.47,0.654,19.6,1.53,6.6
152,3,100,0,130,106.29,53.88,55.46,0.667,19.8,1.55,6.61
153,3,100,0,130,106.3,53.87,55.48,0.654,19.8,1.55,6.61
154,3,100,0,130,106.27,53.87,55.5,0.658,19.7,1.54,6.6
155,3,100,0,130,106.28,53.9,55.49,0.659,19.6,1.53,6.6
156,3,100,0,130,106.29,53.93,55.47,0.668,19.8,1.55,6.6
157,3,100,0,130,106.28,53.88,55.48,0.655,19.7,1.55,6.6
158,3,100,0,130,106.27,53.89,55.51,0.65,19.8,1.55,6.6
159,3,100,0,130,106.28,53.93,55.48,0.661,19.8,1.55,6.6
160,3,100,0,130,106.26,53.9,55.53,0.657,19.7,1.55,6.61
161,3,100,0,130,106.36,53.96,55.5,0.653,19.8,1.55,6.59
162,3,100,0,130,106.35,53.94,55.49,0.656,19.9,1.56,6.6
163,3,100,0,130,106.32,53.9,55.54,0.671,20.1,1.57,6.61
164,3,100,0,130,106.41,53.97,55.5,0.657,19.9,1.56,6.6
165,3,100,0,130,106.39,53.95,55.55,0.678,19.9,1.56,6.59
166,3,100,0,130,106.36,53.95,55.57,0.668,19.6,1.54,6.59
167,3,100,0,130,106.31,53.99,55.54,0.663,19.9,1.56,6.61
168,3,100,0,130,106.42,53.98,55.57,0.684,20,1.57,6.6
169,3,100,0,130,106.41,54.01,55.59,0.658,19.9,1.56,6.59
170,3,100,0,130,106.41,54.03,55.56,0.67,19.9,1.55,6.59
171,3,100,0,130,106.5,54.03,55.58,0.662,20,1.56,6.6
172,3,100,0,130,106.41,54.05,55.57,0.664,19.9,1.55,6.61
173,3,100,0,130,106.37,54.05,55.62,0.671,19.8,1.55,6.59
174,3,100,0,130,106.31,54.05,55.61,0.662,19.6,1.54,6.61
175,3,100,0,130,106.4,54.03,55.65,0.657,19.9,1.56,6.61
176,3,100,0,130,106.37,54.04,55.64,0.668,19.7,1.54,6.59
177,3,100,0,130,106.46,54.05,55.6,0.67,19.6,1.53,6.6
178,3,100,0,130,106.35,54.08,55.63,0.668,19.7,1.54,6.6
179,3,100,0,130,106.35,54.07,55.66,0.667,19.9,1.56,6.61
180,3,100,0,130,106.37,54.1,55.61,0.676,19.9,1.55,6.59
181,3,100,0,130,106.44,54.11,55.66,0.666,19.8,1.54,6.6
182,3,100,0,130,106.37,54.1,55.67,0.665,19.8,1.54,6.6
183,3,100,0,130,106.31,54.09,55.7,0.664,19.9,1.55,6.61
